open_time,BTCUSDT,ETHUSDT,XRPUSDT
2018-12-31 00:00:00,3810.0,138.66,0.36932
2018-12-31 00:30:00,3798.11,137.24,0.36552
2018-12-31 01:00:00,3797.46,136.6,0.36386
2018-12-31 01:30:00,3772.87,135.26,0.361
2018-12-31 02:00:00,3767.6,135.64,0.36098
2018-12-31 02:30:00,3758.73,134.85,0.35987
2018-12-31 03:00:00,3751.58,134.38,0.35725
2018-12-31 03:30:00,3749.45,134.28,0.35657
2018-12-31 04:00:00,3755.74,134.33,0.35625
2018-12-31 04:30:00,3756.06,134.65,0.3563
2018-12-31 05:00:00,3755.6,134.21,0.35592
2018-12-31 05:30:00,3750.0,133.99,0.35594
2018-12-31 06:00:00,3755.99,134.57,0.35659
2018-12-31 06:30:00,3759.53,134.79,0.35815
2018-12-31 07:00:00,3763.12,134.8,0.35817
2018-12-31 07:30:00,3759.89,134.48,0.35693
2018-12-31 08:00:00,3758.27,134.44,0.35665
2018-12-31 08:30:00,3761.0,134.3,0.35594
2018-12-31 09:00:00,3760.0,134.19,0.35571
2018-12-31 09:30:00,3791.63,135.57,0.35786
2018-12-31 10:00:00,3778.67,134.91,0.358
2018-12-31 10:30:00,3783.44,135.17,0.357
2018-12-31 11:00:00,3773.53,134.8,0.35658
2018-12-31 11:30:00,3735.28,134.21,0.3517
2018-12-31 12:00:00,3729.09,134.3,0.35024
2018-12-31 12:30:00,3737.42,134.6,0.35378
2018-12-31 13:00:00,3739.82,135.22,0.35309
2018-12-31 13:30:00,3739.07,135.03,0.35189
2018-12-31 14:00:00,3734.0,134.72,0.35077
2018-12-31 14:30:00,3780.83,137.0,0.355
2018-12-31 15:00:00,3783.34,136.77,0.35604
2018-12-31 15:30:00,3757.4,135.51,0.35546
2018-12-31 16:00:00,3776.85,136.4,0.35837
2018-12-31 16:30:00,3747.99,135.05,0.35566
2018-12-31 17:00:00,3742.92,134.88,0.3539
2018-12-31 17:30:00,3739.55,135.23,0.35395
2018-12-31 18:00:00,3742.96,135.23,0.35261
2018-12-31 18:30:00,3748.98,134.95,0.35326
2018-12-31 19:00:00,3742.22,134.95,0.35317
2018-12-31 19:30:00,3739.46,134.68,0.35259
2018-12-31 20:00:00,3688.77,131.67,0.34987
2018-12-31 20:30:00,3683.98,131.1,0.34936
2018-12-31 21:00:00,3678.0,130.95,0.34766
2018-12-31 21:30:00,3674.95,130.59,0.34698
2018-12-31 22:00:00,3674.95,130.33,0.3463
2018-12-31 22:30:00,3687.02,131.25,0.34885
2018-12-31 23:00:00,3703.12,131.83,0.34998
2018-12-31 23:30:00,3707.5,132.0,0.34977
2019-01-01 00:00:00,3703.72,131.54,0.34866
2019-01-01 00:30:00,3713.0,132.22,0.35034
2019-01-01 01:00:00,3702.73,131.88,0.34948
2019-01-01 01:30:00,3700.0,131.53,0.3489
2019-01-01 02:00:00,3695.95,131.34,0.3483
2019-01-01 02:30:00,3692.38,130.88,0.34721
2019-01-01 03:00:00,3699.77,131.47,0.34931
2019-01-01 03:30:00,3696.61,131.38,0.3491
2019-01-01 04:00:00,3720.0,134.0,0.35368
2019-01-01 04:30:00,3702.25,133.16,0.352
2019-01-01 05:00:00,3704.44,132.98,0.35193
2019-01-01 05:30:00,3702.72,132.89,0.35241
2019-01-01 06:00:00,3713.93,133.12,0.35199
2019-01-01 06:30:00,3708.28,133.5,0.35132
2019-01-01 07:00:00,3726.64,134.3,0.35292
2019-01-01 07:30:00,3718.0,133.65,0.35277
2019-01-01 08:00:00,3729.28,134.8,0.35581
2019-01-01 08:30:00,3731.19,135.3,0.3565
2019-01-01 09:00:00,3719.99,134.78,0.35377
2019-01-01 09:30:00,3732.0,134.58,0.35292
2019-01-01 10:00:00,3717.11,134.14,0.35292
2019-01-01 10:30:00,3715.0,133.99,0.35274
2019-01-01 11:00:00,3722.22,134.7,0.3529
2019-01-01 11:30:00,3719.44,134.4,0.35292
2019-01-01 12:00:00,3717.71,134.38,0.3526
2019-01-01 12:30:00,3725.0,134.76,0.35289
2019-01-01 13:00:00,3719.97,134.56,0.35268
2019-01-01 13:30:00,3756.94,136.0,0.3545
2019-01-01 14:00:00,3717.0,134.51,0.35249
2019-01-01 14:30:00,3713.0,134.11,0.35115
2019-01-01 15:00:00,3698.87,133.73,0.35028
2019-01-01 15:30:00,3690.0,133.62,0.34985
2019-01-01 16:00:00,3694.35,133.31,0.35042
2019-01-01 16:30:00,3696.23,133.31,0.35115
2019-01-01 17:00:00,3701.68,133.6,0.35179
2019-01-01 17:30:00,3692.98,133.31,0.35185
2019-01-01 18:00:00,3686.35,132.65,0.35059
2019-01-01 18:30:00,3676.29,132.32,0.34954
2019-01-01 19:00:00,3680.4,133.53,0.34995
2019-01-01 19:30:00,3699.99,135.58,0.35239
2019-01-01 20:00:00,3726.93,139.48,0.35494
2019-01-01 20:30:00,3726.93,138.47,0.3573
2019-01-01 21:00:00,3730.01,139.02,0.35837
2019-01-01 21:30:00,3721.7,138.54,0.35665
2019-01-01 22:00:00,3712.98,137.83,0.35499
2019-01-01 22:30:00,3717.07,137.97,0.3563
2019-01-01 23:00:00,3810.16,140.67,0.3604
2019-01-01 23:30:00,3808.8,139.78,0.36111
2019-01-02 00:00:00,3810.0,140.0,0.36243
2019-01-02 00:30:00,3782.92,139.77,0.35894
2019-01-02 01:00:00,3792.0,140.0,0.35905
2019-01-02 01:30:00,3786.14,139.08,0.35868
2019-01-02 02:00:00,3784.0,138.62,0.35763
2019-01-02 02:30:00,3785.1,138.75,0.35768
2019-01-02 03:00:00,3796.22,139.28,0.35893
2019-01-02 03:30:00,3789.33,139.02,0.35838
2019-01-02 04:00:00,3788.31,138.95,0.35838
2019-01-02 04:30:00,3782.22,139.58,0.35766
2019-01-02 05:00:00,3778.42,139.21,0.35725
2019-01-02 05:30:00,3775.95,139.18,0.35745
2019-01-02 06:00:00,3775.0,139.31,0.35717
2019-01-02 06:30:00,3772.19,139.17,0.35693
2019-01-02 07:00:00,3778.54,143.0,0.35709
2019-01-02 07:30:00,3773.03,144.0,0.35697
2019-01-02 08:00:00,3800.0,147.3,0.36198
2019-01-02 08:30:00,3782.88,145.09,0.3599
2019-01-02 09:00:00,3781.99,145.12,0.35917
2019-01-02 09:30:00,3786.24,145.6,0.35889
2019-01-02 10:00:00,3780.32,145.56,0.35874
2019-01-02 10:30:00,3794.4,149.09,0.36169
2019-01-02 11:00:00,3803.68,149.11,0.3645
2019-01-02 11:30:00,3798.0,148.96,0.36339
2019-01-02 12:00:00,3791.99,148.12,0.36277
2019-01-02 12:30:00,3793.72,148.26,0.362
2019-01-02 13:00:00,3823.0,150.35,0.364
2019-01-02 13:30:00,3839.63,152.48,0.36639
2019-01-02 14:00:00,3834.26,152.15,0.3658
2019-01-02 14:30:00,3815.26,151.18,0.36346
2019-01-02 15:00:00,3815.0,151.4,0.36355
2019-01-02 15:30:00,3808.0,149.42,0.36247
2019-01-02 16:00:00,3817.14,150.15,0.3645
2019-01-02 16:30:00,3865.72,152.25,0.373
2019-01-02 17:00:00,3830.43,149.91,0.37062
2019-01-02 17:30:00,3845.78,150.14,0.36905
2019-01-02 18:00:00,3827.91,149.37,0.36822
2019-01-02 18:30:00,3833.0,149.74,0.3716
2019-01-02 19:00:00,3830.19,149.47,0.37099
2019-01-02 19:30:00,3828.49,151.16,0.3703
2019-01-02 20:00:00,3825.0,150.5,0.36973
2019-01-02 20:30:00,3854.35,151.6,0.3705
2019-01-02 21:00:00,3855.0,151.8,0.37039
2019-01-02 21:30:00,3876.0,154.8,0.37137
2019-01-02 22:00:00,3862.93,154.07,0.37018
2019-01-02 22:30:00,3876.0,154.18,0.37353
2019-01-02 23:00:00,3880.62,155.37,0.3745
2019-01-02 23:30:00,3882.14,154.26,0.37199
2019-01-03 00:00:00,3862.74,152.8,0.3691
2019-01-03 00:30:00,3855.02,152.0,0.36672
2019-01-03 01:00:00,3843.24,150.71,0.36471
2019-01-03 01:30:00,3840.0,151.3,0.3646
2019-01-03 02:00:00,3844.99,152.21,0.36631
2019-01-03 02:30:00,3840.21,151.51,0.36421
2019-01-03 03:00:00,3847.01,151.81,0.36508
2019-01-03 03:30:00,3847.05,152.0,0.36553
2019-01-03 04:00:00,3850.0,153.64,0.36587
2019-01-03 04:30:00,3849.8,153.18,0.36559
2019-01-03 05:00:00,3840.31,153.18,0.3648
2019-01-03 05:30:00,3830.98,152.25,0.36326
2019-01-03 06:00:00,3829.89,152.62,0.36376
2019-01-03 06:30:00,3827.62,152.24,0.36381
2019-01-03 07:00:00,3828.0,152.11,0.36339
2019-01-03 07:30:00,3837.52,152.26,0.3645
2019-01-03 08:00:00,3829.83,151.87,0.36439
2019-01-03 08:30:00,3832.83,151.03,0.36141
2019-01-03 09:00:00,3814.96,149.3,0.35898
2019-01-03 09:30:00,3811.82,148.91,0.3588
2019-01-03 10:00:00,3817.89,149.28,0.35897
2019-01-03 10:30:00,3819.0,148.63,0.35895
2019-01-03 11:00:00,3813.51,148.29,0.35804
2019-01-03 11:30:00,3808.11,147.16,0.35867
2019-01-03 12:00:00,3809.07,147.51,0.35874
2019-01-03 12:30:00,3823.0,148.6,0.3595
2019-01-03 13:00:00,3822.0,148.91,0.35968
2019-01-03 13:30:00,3821.52,148.86,0.35915
2019-01-03 14:00:00,3817.37,148.29,0.35875
2019-01-03 14:30:00,3814.05,148.65,0.3585
2019-01-03 15:00:00,3810.68,148.0,0.35825
2019-01-03 15:30:00,3811.89,147.83,0.35747
2019-01-03 16:00:00,3807.75,147.89,0.35741
2019-01-03 16:30:00,3758.98,145.85,0.35274
2019-01-03 17:00:00,3759.3,145.35,0.35211
2019-01-03 17:30:00,3762.04,145.49,0.35277
2019-01-03 18:00:00,3752.0,144.8,0.352
2019-01-03 18:30:00,3759.33,144.81,0.35214
2019-01-03 19:00:00,3763.71,145.5,0.3514
2019-01-03 19:30:00,3756.0,145.5,0.3507
2019-01-03 20:00:00,3776.99,146.76,0.35243
2019-01-03 20:30:00,3782.25,148.12,0.35457
2019-01-03 21:00:00,3780.0,147.9,0.35378
2019-01-03 21:30:00,3782.69,147.96,0.35395
2019-01-03 22:00:00,3773.95,147.25,0.35289
2019-01-03 22:30:00,3781.4,147.97,0.35425
2019-01-03 23:00:00,3775.53,147.8,0.354
2019-01-03 23:30:00,3767.23,146.56,0.35328
2019-01-04 00:00:00,3767.21,146.38,0.3526
2019-01-04 00:30:00,3751.35,146.21,0.35091
2019-01-04 01:00:00,3767.98,147.52,0.35336
2019-01-04 01:30:00,3776.89,148.23,0.3543
2019-01-04 02:00:00,3766.48,147.6,0.35389
2019-01-04 02:30:00,3763.86,147.17,0.35314
2019-01-04 03:00:00,3762.04,147.34,0.35266
2019-01-04 03:30:00,3787.65,151.04,0.35623
2019-01-04 04:00:00,3793.0,151.78,0.35666
2019-01-04 04:30:00,3777.98,151.64,0.35505
2019-01-04 05:00:00,3780.74,152.0,0.3551
2019-01-04 05:30:00,3788.53,154.2,0.35603
2019-01-04 06:00:00,3795.1,154.45,0.35688
2019-01-04 06:30:00,3797.52,154.67,0.35776
2019-01-04 07:00:00,3788.86,154.72,0.35684
2019-01-04 07:30:00,3800.0,154.8,0.358
2019-01-04 08:00:00,3800.0,153.97,0.35636
2019-01-04 08:30:00,3789.98,152.78,0.3549
2019-01-04 09:00:00,3789.9,151.54,0.35363
2019-01-04 09:30:00,3771.51,151.67,0.35205
2019-01-04 10:00:00,3768.41,151.17,0.35156
2019-01-04 10:30:00,3777.16,151.9,0.3527
2019-01-04 11:00:00,3777.77,151.99,0.3529
2019-01-04 11:30:00,3773.21,151.3,0.35212
2019-01-04 12:00:00,3765.0,150.36,0.35158
2019-01-04 12:30:00,3764.78,150.4,0.3508
2019-01-04 13:00:00,3757.52,149.8,0.35066
2019-01-04 13:30:00,3754.96,150.79,0.35056
2019-01-04 14:00:00,3751.94,150.0,0.35016
2019-01-04 14:30:00,3745.33,149.17,0.34949
2019-01-04 15:00:00,3728.59,146.28,0.34642
2019-01-04 15:30:00,3727.05,147.55,0.34726
2019-01-04 16:00:00,3739.99,147.92,0.34779
2019-01-04 16:30:00,3754.0,148.62,0.3494
2019-01-04 17:00:00,3749.5,148.71,0.34949
2019-01-04 17:30:00,3747.9,147.77,0.34998
2019-01-04 18:00:00,3745.96,147.33,0.34887
2019-01-04 18:30:00,3742.3,147.69,0.34908
2019-01-04 19:00:00,3740.43,148.05,0.34927
2019-01-04 19:30:00,3746.59,148.59,0.35
2019-01-04 20:00:00,3744.99,148.36,0.35032
2019-01-04 20:30:00,3786.0,151.5,0.35459
2019-01-04 21:00:00,3789.0,153.0,0.35604
2019-01-04 21:30:00,3823.64,153.98,0.35684
2019-01-04 22:00:00,3816.18,153.8,0.35536
2019-01-04 22:30:00,3797.51,152.41,0.35308
2019-01-04 23:00:00,3800.0,152.88,0.35398
2019-01-04 23:30:00,3800.98,152.88,0.35399
2019-01-05 00:00:00,3838.7,158.25,0.35981
2019-01-05 00:30:00,3816.56,159.0,0.35852
2019-01-05 01:00:00,3827.41,158.98,0.35871
2019-01-05 01:30:00,3814.0,158.44,0.35693
2019-01-05 02:00:00,3819.59,159.26,0.35728
2019-01-05 02:30:00,3820.13,158.33,0.35697
2019-01-05 03:00:00,3815.91,157.91,0.35661
2019-01-05 03:30:00,3822.27,158.1,0.35694
2019-01-05 04:00:00,3822.11,158.43,0.35692
2019-01-05 04:30:00,3826.39,158.75,0.35685
2019-01-05 05:00:00,3831.86,158.38,0.35626
2019-01-05 05:30:00,3840.99,158.49,0.3572
2019-01-05 06:00:00,3835.08,157.8,0.35695
2019-01-05 06:30:00,3811.5,155.05,0.35381
2019-01-05 07:00:00,3804.99,155.18,0.35275
2019-01-05 07:30:00,3801.34,154.69,0.35212
2019-01-05 08:00:00,3796.0,154.52,0.35022
2019-01-05 08:30:00,3798.84,155.14,0.35169
2019-01-05 09:00:00,3796.94,154.87,0.35086
2019-01-05 09:30:00,3794.0,154.89,0.3514
2019-01-05 10:00:00,3791.15,154.2,0.3513
2019-01-05 10:30:00,3793.81,154.26,0.3517
2019-01-05 11:00:00,3798.06,155.72,0.35241
2019-01-05 11:30:00,3812.63,156.77,0.35382
2019-01-05 12:00:00,3810.0,156.98,0.35384
2019-01-05 12:30:00,3811.98,156.46,0.35357
2019-01-05 13:00:00,3802.74,155.26,0.35316
2019-01-05 13:30:00,3798.44,155.26,0.35383
2019-01-05 14:00:00,3794.89,155.37,0.35335
2019-01-05 14:30:00,3790.0,154.97,0.35314
2019-01-05 15:00:00,3814.0,156.89,0.3569
2019-01-05 15:30:00,3810.0,156.52,0.357
2019-01-05 16:00:00,3805.0,156.0,0.35573
2019-01-05 16:30:00,3802.97,155.0,0.35572
2019-01-05 17:00:00,3807.99,155.3,0.35599
2019-01-05 17:30:00,3804.96,155.39,0.35529
2019-01-05 18:00:00,3809.42,156.16,0.35463
2019-01-05 18:30:00,3818.51,156.16,0.3547
2019-01-05 19:00:00,3816.0,156.08,0.3546
2019-01-05 19:30:00,3820.0,156.17,0.3553
2019-01-05 20:00:00,3812.33,155.9,0.35492
2019-01-05 20:30:00,3812.36,156.0,0.355
2019-01-05 21:00:00,3809.0,155.75,0.354
2019-01-05 21:30:00,3812.5,156.57,0.3546
2019-01-05 22:00:00,3810.2,155.94,0.35389
2019-01-05 22:30:00,3789.0,154.47,0.35125
2019-01-05 23:00:00,3786.63,154.11,0.35113
2019-01-05 23:30:00,3781.56,154.06,0.34989
2019-01-06 00:00:00,3778.08,153.86,0.35032
2019-01-06 00:30:00,3792.12,153.87,0.35239
2019-01-06 01:00:00,3791.98,153.7,0.35257
2019-01-06 01:30:00,3784.39,152.68,0.35195
2019-01-06 02:00:00,3772.66,149.94,0.35057
2019-01-06 02:30:00,3775.01,149.86,0.35061
2019-01-06 03:00:00,3778.13,149.99,0.351
2019-01-06 03:30:00,3776.2,150.84,0.35104
2019-01-06 04:00:00,3776.86,150.57,0.3506
2019-01-06 04:30:00,3769.94,150.62,0.34998
2019-01-06 05:00:00,3783.0,151.49,0.35088
2019-01-06 05:30:00,3783.55,151.52,0.351
2019-01-06 06:00:00,3779.76,151.0,0.35053
2019-01-06 06:30:00,3779.76,150.93,0.35076
2019-01-06 07:00:00,3775.11,150.66,0.3505
2019-01-06 07:30:00,3770.0,150.26,0.3483
2019-01-06 08:00:00,3770.0,150.03,0.34877
2019-01-06 08:30:00,3773.32,150.2,0.34842
2019-01-06 09:00:00,3782.56,152.0,0.35028
2019-01-06 09:30:00,3777.66,151.04,0.3506
2019-01-06 10:00:00,3777.65,151.03,0.35055
2019-01-06 10:30:00,3812.02,153.0,0.35362
2019-01-06 11:00:00,3820.82,153.24,0.3558
2019-01-06 11:30:00,3815.4,152.82,0.35369
2019-01-06 12:00:00,3820.41,152.74,0.35349
2019-01-06 12:30:00,3803.68,151.69,0.35236
2019-01-06 13:00:00,3798.75,151.01,0.3519
2019-01-06 13:30:00,3808.31,152.0,0.35342
2019-01-06 14:00:00,3800.0,151.04,0.35273
2019-01-06 14:30:00,3805.0,151.55,0.35278
2019-01-06 15:00:00,3822.78,152.69,0.35451
2019-01-06 15:30:00,3824.99,152.42,0.3545
2019-01-06 16:00:00,3813.36,151.5,0.35339
2019-01-06 16:30:00,3814.99,151.95,0.35345
2019-01-06 17:00:00,4022.0,157.4,0.36446
2019-01-06 17:30:00,4025.0,157.0,0.36401
2019-01-06 18:00:00,4027.71,156.43,0.36366
2019-01-06 18:30:00,4005.61,155.6,0.363
2019-01-06 19:00:00,4009.3,155.53,0.36246
2019-01-06 19:30:00,4013.0,155.35,0.362
2019-01-06 20:00:00,4015.0,155.35,0.3634
2019-01-06 20:30:00,4006.01,154.8,0.36228
2019-01-06 21:00:00,3985.69,153.96,0.35974
2019-01-06 21:30:00,3971.92,153.57,0.35851
2019-01-06 22:00:00,3988.0,154.65,0.36044
2019-01-06 22:30:00,3987.93,153.89,0.36078
2019-01-06 23:00:00,4009.63,154.55,0.362
2019-01-06 23:30:00,4000.4,154.43,0.36228
2019-01-07 00:00:00,4017.9,155.48,0.36291
2019-01-07 00:30:00,4012.97,155.12,0.36258
2019-01-07 01:00:00,4009.84,154.45,0.36196
2019-01-07 01:30:00,3988.0,153.37,0.36059
2019-01-07 02:00:00,3985.39,153.4,0.36018
2019-01-07 02:30:00,3987.2,152.87,0.35953
2019-01-07 03:00:00,3996.97,153.52,0.35968
2019-01-07 03:30:00,3995.79,153.22,0.35968
2019-01-07 04:00:00,3996.06,153.87,0.36099
2019-01-07 04:30:00,3995.81,153.7,0.36125
2019-01-07 05:00:00,3992.19,153.25,0.36072
2019-01-07 05:30:00,3996.08,153.43,0.3608
2019-01-07 06:00:00,3996.16,153.45,0.36062
2019-01-07 06:30:00,4001.77,153.78,0.3629
2019-01-07 07:00:00,3996.9,153.66,0.36367
2019-01-07 07:30:00,4001.21,153.77,0.369
2019-01-07 08:00:00,4005.33,154.0,0.37218
2019-01-07 08:30:00,4015.0,153.64,0.37179
2019-01-07 09:00:00,4010.67,153.27,0.37026
2019-01-07 09:30:00,3970.99,151.34,0.3643
2019-01-07 10:00:00,3997.0,151.34,0.36294
2019-01-07 10:30:00,3970.58,150.87,0.36081
2019-01-07 11:00:00,3967.98,151.45,0.36195
2019-01-07 11:30:00,3976.9,151.65,0.36333
2019-01-07 12:00:00,3978.0,151.39,0.36348
2019-01-07 12:30:00,3975.96,151.2,0.36295
2019-01-07 13:00:00,3972.5,151.3,0.36174
2019-01-07 13:30:00,3982.96,151.55,0.36282
2019-01-07 14:00:00,3988.0,152.4,0.3648
2019-01-07 14:30:00,4000.0,152.3,0.366
2019-01-07 15:00:00,3990.0,151.63,0.36472
2019-01-07 15:30:00,3984.19,151.32,0.36309
2019-01-07 16:00:00,3979.96,151.34,0.36276
2019-01-07 16:30:00,3985.98,151.45,0.363
2019-01-07 17:00:00,3989.18,151.45,0.3635
2019-01-07 17:30:00,3988.0,151.19,0.36232
2019-01-07 18:00:00,3994.98,152.1,0.36441
